id,title,authors,link,tags,originally_announced_at
2019,LSTMs with Attention for Aggression Detection,"['Nishant Nikhil', 'Ramit Pahwa', 'Mehul Kumar Nirala', 'Rohan Khilnani']",https://arxiv.org/abs/1807.06151,['cs.CL'],"Submitted 16 July, 2018; 
      originally announced July 2018."
2020,Explanations for Temporal Recommendations,"['Homanga Bharadhwaj', 'Shruti Joshi']",https://arxiv.org/abs/1807.06161,"['cs.AI', 'cs.HC', 'cs.IR', 'cs.LG']","Submitted 16 July, 2018; 
      originally announced July 2018."
2021,Learning Neuron Non-Linearities with Kernel-Based Deep Neural Networks,"['Giuseppe Marra', 'Dario Zanca', 'Alessandro Betti', 'Marco Gori']",https://arxiv.org/abs/1807.06302,"['cs.LG', 'stat.ML']","Submitted 5 October, 2018; v1 submitted 17 July, 2018;
      originally announced July 2018."
2022,DLA: Compiler and FPGA Overlay for Neural Network Inference Acceleration,"['Mohamed S. Abdelfattah', 'David Han', 'Andrew Bitar', 'Roberto DiCecco', 'Shane OConnell', 'Nitika Shanker', 'Joseph Chu', 'Ian Prins', 'Joshua Fender', 'Andrew C. Ling', 'Gordon R. Chiu']",https://arxiv.org/abs/1807.06434,"['cs.DC', 'cs.AR', 'eess.SP']","Submitted 13 July, 2018; 
      originally announced July 2018."
2023,A Comparison of Adaptation Techniques and Recurrent Neural Network Architectures,"['Jan Vanek', 'Josef Michalek', 'Jan Zelinka', 'Josef Psutka']",https://arxiv.org/abs/1807.06441,"['eess.AS', 'cs.CL', 'cs.SD']","Submitted 12 July, 2018; 
      originally announced July 2018."
2024,Training Recurrent Neural Networks against Noisy Computations during Inference,"['Minghai Qin', 'Dejan Vucinic']",https://arxiv.org/abs/1807.06555,"['cs.LG', 'stat.ML']","Submitted 17 July, 2018; 
      originally announced July 2018."
2025,Comparison of RNN Encoder-Decoder Models for Anomaly Detection,"['YeongHyeon Park', 'Il Dong Yun']",https://arxiv.org/abs/1807.06576,"['cs.LG', 'stat.ML']","Submitted 19 July, 2018; v1 submitted 17 July, 2018;
      originally announced July 2018."
2026,Distinct patterns of syntactic agreement errors in recurrent networks and humans,"['Tal Linzen', 'Brian Leonard']",https://arxiv.org/abs/1807.06882,['cs.CL'],"Submitted 18 July, 2018; 
      originally announced July 2018."
2027,Deep neural network based speech separation optimizing an objective estimator of intelligibility for low latency applications,"['Gaurav Naithani', 'Joonas Nikunen', 'Lars Bramsløw', 'Tuomas Virtanen']",https://arxiv.org/abs/1807.06899,"['cs.SD', 'eess.AS']","Submitted 18 July, 2018; 
      originally announced July 2018."
2028,"Video Time: Properties, Encoders and Evaluation","['Amir Ghodrati', 'Efstratios Gavves', 'Cees G. M. Snoek']",https://arxiv.org/abs/1807.06980,['cs.CV'],"Submitted 18 July, 2018; 
      originally announced July 2018."
2029,Semantic Parsing: Syntactic assurance to target sentence using LSTM Encoder CFG-Decoder,"['Fabiano Ferreira Luz', 'Marcelo Finger']",https://arxiv.org/abs/1807.07108,['cs.CL'],"Submitted 18 July, 2018; 
      originally announced July 2018."
2030,Streaming Video QoE Modeling and Prediction: A Long Short-Term Memory Approach,"['Nagabhushan Eswara', 'S Ashique', 'Anand Panchbhai', 'Soumen Chakraborty', 'Hemanth P. Sethuram', 'Kiran Kuchi', 'Abhinav Kumar', 'Sumohana S. Channappayya']",https://arxiv.org/abs/1807.07126,['cs.MM'],"Submitted 18 July, 2018; 
      originally announced July 2018."
2031,Guess who? Multilingual approach for the automated generation of author-stylized poetry,"['Alexey Tikhonov', 'Ivan P. Yamshchikov']",https://arxiv.org/abs/1807.07147,"['cs.CL', 'cs.AI', 'cs.LG']","Submitted 17 September, 2018; v1 submitted 17 July, 2018;
      originally announced July 2018."
2032,A Capsule based Approach for Polyphonic Sound Event Detection,"['Yaming Liu', 'Jian Tang', 'Yan Song', 'Lirong Dai']",https://arxiv.org/abs/1807.07436,"['eess.AS', 'cs.SD']","Submitted 22 July, 2018; v1 submitted 19 July, 2018;
      originally announced July 2018."
2033,Transfer Learning for Action Unit Recognition,"['Yen Khye Lim', 'Zukang Liao', 'Stavros Petridis', 'Maja Pantic']",https://arxiv.org/abs/1807.07556,['cs.CV'],"Submitted 19 July, 2018; 
      originally announced July 2018."
2034,Machine Learning Attack and Defense on Voltage Over-scaling-based Lightweight Authentication,"['Jiliang Zhang', 'Haihan Su']",https://arxiv.org/abs/1807.07737,['cs.CR'],"Submitted 18 October, 2018; v1 submitted 20 July, 2018;
      originally announced July 2018."
2035,Learning Representations for Soft Skill Matching,"['Luiza Sayfullina', 'Eric Malmi', 'Juho Kannala']",https://arxiv.org/abs/1807.07741,"['cs.CL', 'cs.LG', 'stat.ML']","Submitted 20 July, 2018; 
      originally announced July 2018."
2036,Surgical Phase Recognition of Short Video Shots Based on Temporal Modeling of Deep Features,['Constantinos Loukas'],https://arxiv.org/abs/1807.07853,['cs.CV'],"Submitted 7 December, 2018; v1 submitted 20 July, 2018;
      originally announced July 2018."
2037,Future Semantic Segmentation with Convolutional LSTM,"['Seyed shahabeddin Nabavi', 'Mrigank Rochan', 'Yang', 'Wang']",https://arxiv.org/abs/1807.07946,"['cs.CV', 'cs.LG']","Submitted 20 July, 2018; 
      originally announced July 2018."
2038,Twitter Sentiment Analysis via Bi-sense Emoji Embedding and Attention-based LSTM,"['Yuxiao Chen', 'Jianbo Yuan', 'Quanzeng You', 'Jiebo Luo']",https://arxiv.org/abs/1807.07961,"['cs.CL', 'cs.MM']","Submitted 6 August, 2018; v1 submitted 20 July, 2018;
      originally announced July 2018."
2039,An Efficient End-to-End Neural Model for Handwritten Text Recognition,"['Arindam Chowdhury', 'Lovekesh Vig']",https://arxiv.org/abs/1807.07965,"['cs.CL', 'cs.CV', 'cs.LG']","Submitted 26 July, 2018; v1 submitted 20 July, 2018;
      originally announced July 2018."
2040,Abstractive and Extractive Text Summarization using Document Context Vector and Recurrent Neural Networks,"['Chandra Khatri', 'Gyanit Singh', 'Nish Parikh']",https://arxiv.org/abs/1807.08000,['cs.CL'],"Submitted 29 July, 2018; v1 submitted 20 July, 2018;
      originally announced July 2018."
2041,Inductive Visual Localisation: Factorised Training for Superior Generalisation,"['Ankush Gupta', 'Andrea Vedaldi', 'Andrew Zisserman']",https://arxiv.org/abs/1807.08179,['cs.CV'],"Submitted 21 July, 2018; 
      originally announced July 2018."
2042,Rapid Autonomous Car Control based on Spatial and Temporal Visual Cues,['Surya Dantuluri'],https://arxiv.org/abs/1807.08233,"['cs.RO', 'cs.LG']","Submitted 21 July, 2018; 
      originally announced July 2018."
2043,Pedestrian Trajectory Prediction with Structured Memory Hierarchies,"['Tharindu Fernando', 'Simon Denman', 'Sridha Sridharan', 'Clinton Fookes']",https://arxiv.org/abs/1807.08381,['cs.CV'],"Submitted 22 July, 2018; 
      originally announced July 2018."
2044,Automatic Speech Recognition for Humanitarian Applications in Somali,"['Raghav Menon', 'Astik Biswas', 'Armin Saeb', 'John Quinn', 'Thomas Niesler']",https://arxiv.org/abs/1807.08669,"['cs.CL', 'stat.ML']","Submitted 23 July, 2018; 
      originally announced July 2018."
2045,Recurrent Neural Networks for Long and Short-Term Sequential Recommendation,"['Kiewan Villatel', 'Elena Smirnova', 'Jérémie Mary', 'Philippe Preux']",https://arxiv.org/abs/1807.09142,"['cs.IR', 'cs.LG', 'stat.ML']","Submitted 23 July, 2018; 
      originally announced July 2018."
2046,"""Bilingual Expert"" Can Find Translation Errors","['Kai Fan', 'Jiayi Wang', 'Bo Li', 'Fengming Zhou', 'Boxing Chen', 'Luo Si']",https://arxiv.org/abs/1807.09433,['cs.CL'],"Submitted 16 November, 2018; v1 submitted 25 July, 2018;
      originally announced July 2018."
2047,Distinctive-attribute Extraction for Image Captioning,"['Boeun Kim', 'Young Han Lee', 'Hyedong Jung', 'Choongsang Cho']",https://arxiv.org/abs/1807.09434,"['cs.CV', 'cs.CL']","Submitted 25 July, 2018; 
      originally announced July 2018."
2048,Supervised and Semi-Supervised Deep Neural Networks for CSI-Based Authentication,"['Qian Wang', 'Hang Li', 'Zhi Chen', 'Dou Zhao', 'Shuang Ye', 'Jiansheng Cai']",https://arxiv.org/abs/1807.09469,"['cs.LG', 'stat.ML']","Submitted 25 July, 2018; 
      originally announced July 2018."
2049,Attention Mechanisms for Object Recognition with Event-Based Cameras,"['Marco Cannici', 'Marco Ciccone', 'Andrea Romanoni', 'Matteo Matteucci']",https://arxiv.org/abs/1807.09480,['cs.CV'],"Submitted 18 November, 2018; v1 submitted 25 July, 2018;
      originally announced July 2018."
2050,Pre-trainable Reservoir Computing with Recursive Neural Gas,"['Luca Carcano', 'Emanuele Plebani', 'Danilo Pietro Pau', 'Marco Piastra']",https://arxiv.org/abs/1807.09510,"['cs.LG', 'cs.AI', 'stat.ML']","Submitted 25 July, 2018; 
      originally announced July 2018."
2051,Recurrent Neural Network-based Model Predictive Control for Continuous Pharmaceutical Manufacturing,"['Wee Chin Wong', 'Jiali Li', 'Xiaonan Wang']",https://arxiv.org/abs/1807.09556,['eess.SY'],"Submitted 25 July, 2018; 
      originally announced July 2018."
2052,Iterative evaluation of LSTM cells,"['Leandro Palma', 'Luis Argerich']",https://arxiv.org/abs/1807.09830,"['cs.LG', 'cs.NE', 'stat.ML']","Submitted 11 July, 2018; 
      originally announced July 2018."
2053,Rethinking the Form of Latent States in Image Captioning,"['Bo Dai', 'Deming Ye', 'Dahua Lin']",https://arxiv.org/abs/1807.09958,"['cs.CV', 'cs.LG', 'stat.ML']","Submitted 26 July, 2018; 
      originally announced July 2018."
2054,Recurrent Fusion Network for Image Captioning,"['Wenhao Jiang', 'Lin Ma', 'Yu-Gang Jiang', 'Wei Liu', 'Tong Zhang']",https://arxiv.org/abs/1807.09986,['cs.CV'],"Submitted 30 July, 2018; v1 submitted 26 July, 2018;
      originally announced July 2018."
2055,Towards a Deep Unified Framework for Nuclear Reactor Perturbation Analysis,"['Fabio De Sousa Ribeiro', 'Francesco Caliva', 'Dionysios Chionis', 'Abdelhamid Dokhane', 'Antonios Mylonakis', 'Christophe Demaziere', 'Georgios Leontidis', 'Stefanos Kollias']",https://arxiv.org/abs/1807.10096,"['cs.LG', 'cs.AI', 'stat.ML']","Submitted 8 September, 2018; v1 submitted 26 July, 2018;
      originally announced July 2018."
2056,Multimodal Classification with Deep Convolutional-Recurrent Neural Networks for Electroencephalography,"['Chuanqi Tan', 'Fuchun Sun', 'Wenchang Zhang', 'Jianhua Chen', 'Chunfang Liu']",https://arxiv.org/abs/1807.10641,['cs.CV'],"Submitted 23 July, 2018; 
      originally announced July 2018."
2057,Machine learning with observers predicts complex spatiotemporal behavior,"['G. Neofotistos', 'M. Mattheakis', 'G. D. Barmparis', 'J. Hizanidis', 'G. P. Tsironis', 'E. Kaxiras']",https://arxiv.org/abs/1807.10758,"['physics.comp-ph', 'nlin.CD']","Submitted 27 July, 2018; 
      originally announced July 2018."
2058,Convolutional Gated Recurrent Units for Medical Relation Classification,"['Bin He', 'Yi Guan', 'Rui Dai']",https://arxiv.org/abs/1807.11082,['cs.CL'],"Submitted 29 July, 2018; 
      originally announced July 2018."
2059,Neural Mesh: Introducing a Notion of Space and Conservation of Energy to Neural Networks,"['Jacob Beck', 'Zoe Papakipos']",https://arxiv.org/abs/1807.11121,"['cs.LG', 'cs.AI', 'stat.ML']","Submitted 29 July, 2018; 
      originally announced July 2018."
2060,Story Understanding in Video Advertisements,"['Keren Ye', 'Kyle Buettner', 'Adriana Kovashka']",https://arxiv.org/abs/1807.11122,['cs.CV'],"Submitted 29 July, 2018; 
      originally announced July 2018."
2061,Deep Learning-based CSI Feedback Approach for Time-varying Massive MIMO Channels,"['Tianqi Wang', 'Chao-Kai Wen', 'Shi Jin', 'Geoffrey Ye Li']",https://arxiv.org/abs/1807.11673,['cs.IT'],"Submitted 31 July, 2018; 
      originally announced July 2018."
2062,Attention is All We Need: Nailing Down Object-centric Attention for Egocentric Activity Recognition,"['Swathikiran Sudhakaran', 'Oswald Lanz']",https://arxiv.org/abs/1807.11794,['cs.CV'],"Submitted 31 July, 2018; 
      originally announced July 2018."
2063,Analyzing interferometric observations of strong gravitational lenses with recurrent and convolutional neural networks,"['Warren R. Morningstar', 'Yashar D. Hezaveh', 'Laurence Perreault Levasseur', 'Roger D. Blandford', 'Philip J. Marshall', 'Patrick Putzky', 'Risa H. Wechsler']",https://arxiv.org/abs/1808.00011,"['astro-ph.IM', 'astro-ph.CO']","Submitted 31 July, 2018; 
      originally announced August 2018."
2064,Lip-Reading Driven Deep Learning Approach for Speech Enhancement,"['Ahsan Adeel', 'Mandar Gogate', 'Amir Hussain', 'William M. Whitmer']",https://arxiv.org/abs/1808.00046,"['cs.CV', 'cs.LG', 'cs.SD', 'eess.AS']","Submitted 31 July, 2018; 
      originally announced August 2018."
2065,DNN driven Speaker Independent Audio-Visual Mask Estimation for Speech Separation,"['Mandar Gogate', 'Ahsan Adeel', 'Ricard Marxer', 'Jon Barker', 'Amir Hussain']",https://arxiv.org/abs/1808.00060,"['cs.SD', 'cs.CV', 'cs.LG', 'eess.AS']","Submitted 31 July, 2018; 
      originally announced August 2018."
2066,Identifying Financial Institutions by Transaction Signatures,"['Noa Haas', 'Yair Horesh', 'Shimon Shahar', 'Yehezkel S. Resheff']",https://arxiv.org/abs/1808.00151,['cs.CY'],"Submitted 23 July, 2018; 
      originally announced August 2018."
2067,From Thumbnails to Summaries - A single Deep Neural Network to Rule Them All,"['Hongxiang Gu', 'Viswanathan Swaminathan']",https://arxiv.org/abs/1808.00184,"['cs.MM', 'cs.CV']","Submitted 1 August, 2018; 
      originally announced August 2018."
2068,Towards Machine Learning on data from Professional Cyclists,"['Agrin Hilmkil', 'Oscar Ivarsson', 'Moa Johansson', 'Dan Kuylenstierna', 'Teun van Erp']",https://arxiv.org/abs/1808.00198,"['cs.LG', 'stat.ML']","Submitted 1 August, 2018; 
      originally announced August 2018."
2069,Stock Chart Pattern recognition with Deep Learning,"['Marc Velay', 'Fabrice Daniel']",https://arxiv.org/abs/1808.00418,"['cs.LG', 'stat.ML']","Submitted 1 August, 2018; 
      originally announced August 2018."
2070,Seq2Seq and Multi-Task Learning for joint intent and content extraction for domain specific interpreters,"['Marc Velay', 'Fabrice Daniel']",https://arxiv.org/abs/1808.00423,"['cs.LG', 'cs.CL', 'stat.ML']","Submitted 1 August, 2018; 
      originally announced August 2018."
2071,RGB Video Based Tennis Action Recognition Using a Deep Historical Long Short-Term Memory,"['Jiaxin Cai', 'Xin Tang']",https://arxiv.org/abs/1808.00845,"['cs.CV', 'cs.LG', 'stat.ML']","Submitted 25 September, 2018; v1 submitted 2 August, 2018;
      originally announced August 2018."
2072,SWDE : A Sub-Word And Document Embedding Based Engine for Clickbait Detection,"['Vaibhav Kumar', 'Mrinal Dhar', 'Dhruv Khattar', 'Yash Kumar Lal', 'Abhimanshu Mishra', 'Manish Shrivastava', 'Vasudeva Varma']",https://arxiv.org/abs/1808.00957,"['cs.IR', 'cs.CL']","Submitted 2 August, 2018; 
      originally announced August 2018."
2073,Dynamic Detection of False Data Injection Attack in Smart Grid using Deep Learning,"['Xiangyu Niu Jiangnan Li', 'Jinyuan Sun']",https://arxiv.org/abs/1808.01094,['cs.CR'],"Submitted 14 September, 2018; v1 submitted 3 August, 2018;
      originally announced August 2018."
2074,PHI Scrubber: A Deep Learning Approach,"['Abhai Kollara Dilip', 'Kamal Raj K', 'Malaikannan Sankarasubbu']",https://arxiv.org/abs/1808.01128,"['cs.LG', 'stat.ML']","Submitted 3 August, 2018; 
      originally announced August 2018."
2075,"A Multi-task Ensemble Framework for Emotion, Sentiment and Intensity Prediction","['Md Shad Akhtar', 'Deepanway Ghosal', 'Asif Ekbal', 'Pushpak Bhattacharyya', 'Sadao Kurohashi']",https://arxiv.org/abs/1808.01216,['cs.CL'],"Submitted 15 October, 2018; v1 submitted 3 August, 2018;
      originally announced August 2018."
2076,Deep convolutional recurrent autoencoders for learning low-dimensional feature dynamics of fluid systems,"['Francisco J. Gonzalez', 'Maciej Balajewicz']",https://arxiv.org/abs/1808.01346,"['math.DS', 'cs.LG', 'physics.flu-dyn']","Submitted 22 August, 2018; v1 submitted 3 August, 2018;
      originally announced August 2018."
2077,Large Scale Language Modeling: Converging on 40GB of Text in Four Hours,"['Raul Puri', 'Robert Kirby', 'Nikolai Yakovenko', 'Bryan Catanzaro']",https://arxiv.org/abs/1808.01371,"['cs.LG', 'cs.CL', 'stat.ML']","Submitted 10 August, 2018; v1 submitted 3 August, 2018;
      originally announced August 2018."
2078,Stock Price Correlation Coefficient Prediction with ARIMA-LSTM Hybrid Model,['Hyeong Kyu Choi'],https://arxiv.org/abs/1808.01560,"['cs.CE', 'cs.LG', 'q-fin.PM']","Submitted 1 October, 2018; v1 submitted 5 August, 2018;
      originally announced August 2018."
2079,LISA: Explaining Recurrent Neural Network Judgments via Layer-wIse Semantic Accumulation and Example to Pattern Transformation,"['Pankaj Gupta', 'Hinrich Schütze']",https://arxiv.org/abs/1808.01591,"['cs.CL', 'cs.AI', 'cs.IR', 'cs.LG']","Submitted 5 August, 2018; 
      originally announced August 2018."
2080,Predicting Learning Status in MOOCs using LSTM,"['Zhemin Liu', 'Feng Xiong', 'Kaifa Zou', 'Hongzhi Wang']",https://arxiv.org/abs/1808.01616,"['cs.CY', 'cs.LG']","Submitted 5 August, 2018; 
      originally announced August 2018."
2081,Intrusion Prediction with System-call Sequence-to-Sequence Model,"['ShaoHua Lv', 'Jian Wang', 'YinQi Yang', 'JiQiang Liu']",https://arxiv.org/abs/1808.01717,['cs.CR'],"Submitted 5 August, 2018; 
      originally announced August 2018."
2082,Liquid Pouring Monitoring via Rich Sensory Inputs,"['Tz-Ying Wu', 'Juan-Ting Lin', 'Tsun-Hsuang Wang', 'Chan-Wei Hu', 'Juan Carlos Niebles', 'Min Sun']",https://arxiv.org/abs/1808.01725,['cs.CV'],"Submitted 5 August, 2018; 
      originally announced August 2018."
2083,Residual Memory Networks: Feed-forward approach to learn long temporal dependencies,"['Murali Karthick Baskar', 'Martin Karafiat', 'Lukas Burget', 'Karel Vesely', 'Frantisek Grezl', 'Jan Honza Cernocky']",https://arxiv.org/abs/1808.01916,"['cs.CL', 'cs.LG', 'stat.ML']","Submitted 6 August, 2018; 
      originally announced August 2018."
2084,Predicting Visual Context for Unsupervised Event Segmentation in Continuous Photo-streams,"['Ana Garcia del Molino', 'Joo-Hwee Lim', 'Ah-Hwee Tan']",https://arxiv.org/abs/1808.02289,['cs.CV'],"Submitted 7 August, 2018; 
      originally announced August 2018."
2085,How did the discussion go: Discourse act classification in social media conversations,"['Subhabrata Dutta', 'Tanmoy Chakraborty', 'Dipankar Das']",https://arxiv.org/abs/1808.02290,"['cs.CL', 'cs.SI']","Submitted 7 August, 2018; 
      originally announced August 2018."
2086,Spinal Cord Gray Matter-White Matter Segmentation on Magnetic Resonance AMIRA Images with MD-GRU,"['Antal Horvath', 'Charidimos Tsagkas', 'Simon Andermatt', 'Simon Pezold', 'Katrin Parmar', 'Philippe Cattin']",https://arxiv.org/abs/1808.02408,['cs.CV'],"Submitted 7 August, 2018; 
      originally announced August 2018."
2087,Device-directed Utterance Detection,"['Sri Harish Mallidi', 'Roland Maas', 'Kyle Goehner', 'Ariya Rastrow', 'Spyros Matsoukas', 'Björn Hoffmeister']",https://arxiv.org/abs/1808.02504,"['cs.CL', 'eess.AS']","Submitted 7 August, 2018; 
      originally announced August 2018."
2088,End-to-end Speech Recognition with Word-based RNN Language Models,"['Takaaki Hori', 'Jaejin Cho', 'Shinji Watanabe']",https://arxiv.org/abs/1808.02608,"['cs.CL', 'cs.AI']","Submitted 7 August, 2018; 
      originally announced August 2018."
2089,Natural Language Generation by Hierarchical Decoding with Linguistic Patterns,"['Shang-Yu Su', 'Kai-Ling Lo', 'Yi-Ting Yeh', 'Yun-Nung Chen']",https://arxiv.org/abs/1808.02747,['cs.CL'],"Submitted 8 August, 2018; v1 submitted 8 August, 2018;
      originally announced August 2018."
2090,Identifying Protein-Protein Interaction using Tree LSTM and Structured Attention,"['Mahtab Ahmed', 'Jumayel Islam', 'Muhammad Rifayat Samee', 'Robert E. Mercer']",https://arxiv.org/abs/1808.03227,"['q-bio.QM', 'cs.CL', 'cs.IR', 'cs.LG']","Submitted 27 July, 2018; 
      originally announced August 2018."
2091,LemmaTag: Jointly Tagging and Lemmatizing for Morphologically-Rich Languages with BRNNs,"['Daniel Kondratyuk', 'Tomáš Gavenčiak', 'Milan Straka', 'Jan Hajič']",https://arxiv.org/abs/1808.03703,"['cs.CL', 'cs.LG', 'cs.NE']","Submitted 27 August, 2018; v1 submitted 10 August, 2018;
      originally announced August 2018."
2092,This Time with Feeling: Learning Expressive Musical Performance,"['Sageev Oore', 'Ian Simon', 'Sander Dieleman', 'Douglas Eck', 'Karen Simonyan']",https://arxiv.org/abs/1808.03715,"['cs.SD', 'cs.LG', 'eess.AS']","Submitted 10 August, 2018; 
      originally announced August 2018."
2093,Hierarchical Attention: What Really Counts in Various NLP Tasks,"['Zehao Dou', 'Zhihua Zhang']",https://arxiv.org/abs/1808.03728,['cs.CL'],"Submitted 10 August, 2018; 
      originally announced August 2018."
2094,GL-BLSTM: a novel structure of bidirectional long-short term memory for disulfide bonding state prediction,"['Junshu Jiang', 'Shangjie Zou', 'Yu Sun', 'Shengxiang Zhang']",https://arxiv.org/abs/1808.03745,['q-bio.QM'],"Submitted 10 August, 2018; 
      originally announced August 2018."
2095,Interpreting Recurrent and Attention-Based Neural Models: a Case Study on Natural Language Inference,"['Reza Ghaeini', 'Xiaoli Z. Fern', 'Prasad Tadepalli']",https://arxiv.org/abs/1808.03894,"['cs.CL', 'cs.AI', 'cs.LG']","Submitted 12 August, 2018; 
      originally announced August 2018."
2096,Sequence Labeling: A Practical Approach,"['Adnan Akhundov', 'Dietrich Trautmann', 'Georg Groh']",https://arxiv.org/abs/1808.03926,"['cs.CL', 'cs.LG']","Submitted 12 August, 2018; 
      originally announced August 2018."
2097,Open-World Stereo Video Matching with Deep RNN,"['Yiran Zhong', 'Hongdong Li', 'Yuchao Dai']",https://arxiv.org/abs/1808.03959,['cs.CV'],"Submitted 12 August, 2018; 
      originally announced August 2018."
2098,"Confidence penalty, annealing Gaussian noise and zoneout for biLSTM-CRF networks for named entity recognition",['Antonio Jimeno Yepes'],https://arxiv.org/abs/1808.04029,['cs.CL'],"Submitted 13 August, 2018; v1 submitted 12 August, 2018;
      originally announced August 2018."
2099,REGMAPR - Text Matching Made Easy,['Siddhartha Brahma'],https://arxiv.org/abs/1808.04343,"['cs.CL', 'cs.AI']","Submitted 10 September, 2018; v1 submitted 13 August, 2018;
      originally announced August 2018."
2100,Murmur Detection Using Parallel Recurrent & Convolutional Neural Networks,"['Shahnawaz Alam', 'Rohan Banerjee', 'Soma Bandyopadhyay']",https://arxiv.org/abs/1808.04411,"['cs.SD', 'cs.LG', 'eess.AS', 'stat.ML']","Submitted 13 August, 2018; 
      originally announced August 2018."
2101,Character-Level Language Modeling with Deeper Self-Attention,"['Rami Al-Rfou', 'Dokook Choe', 'Noah Constant', 'Mandy Guo', 'Llion Jones']",https://arxiv.org/abs/1808.04444,"['cs.CL', 'cs.AI', 'cs.LG', 'stat.ML']","Submitted 10 December, 2018; v1 submitted 9 August, 2018;
      originally announced August 2018."
2102,Deep EHR: Chronic Disease Prediction Using Medical Notes,"['Jingshu Liu', 'Zachariah Zhang', 'Narges Razavian']",https://arxiv.org/abs/1808.04928,"['cs.LG', 'cs.CL', 'stat.ML']","Submitted 14 August, 2018; 
      originally announced August 2018."
2103,Pairwise Relational Networks for Face Recognition,"['Bong-Nam Kang', 'Yonghyun Kim', 'Daijin Kim']",https://arxiv.org/abs/1808.04976,['cs.CV'],"Submitted 15 August, 2018; 
      originally announced August 2018."
2104,Using Regular Languages to Explore the Representational Capacity of Recurrent Neural Architectures,"['Abhijit Mahalunkar', 'John D. Kelleher']",https://arxiv.org/abs/1808.05128,"['cs.LG', 'stat.ML']","Submitted 15 August, 2018; 
      originally announced August 2018."
2105,LSTM-Based Goal Recognition in Latent Space,"['Leonardo Amado', 'João Paulo Aires', 'Ramon Fraga Pereira', 'Maurício C. Magnaguagno', 'Roger Granada', 'Felipe Meneguzzi']",https://arxiv.org/abs/1808.05249,['cs.AI'],"Submitted 20 August, 2018; v1 submitted 15 August, 2018;
      originally announced August 2018."
2106,Sequential Behavioral Data Processing Using Deep Learning and the Markov Transition Field in Online Fraud Detection,"['Ruinan Zhang', 'Fanglan Zheng', 'Wei Min']",https://arxiv.org/abs/1808.05329,"['cs.LG', 'cs.IR', 'stat.ML']","Submitted 15 August, 2018; 
      originally announced August 2018."
2107,Improved Chord Recognition by Combining Duration and Harmonic Language Models,"['Filip Korzeniowski', 'Gerhard Widmer']",https://arxiv.org/abs/1808.05335,"['cs.SD', 'cs.LG', 'eess.AS']","Submitted 15 August, 2018; 
      originally announced August 2018."
2108,Robust training of recurrent neural networks to handle missing data for disease progression modeling,"['Mostafa Mehdipour Ghazi', 'Mads Nielsen', 'Akshay Pai', 'M. Jorge Cardoso', 'Marc Modat', 'Sebastien Ourselin', 'Lauge Sørensen']",https://arxiv.org/abs/1808.05500,"['cs.CV', 'cs.LG']","Submitted 16 August, 2018; 
      originally announced August 2018."
2109,LARNN: Linear Attention Recurrent Neural Network,['Guillaume Chevalier'],https://arxiv.org/abs/1808.05578,"['cs.LG', 'cs.CC', 'stat.ML']","Submitted 16 August, 2018; 
      originally announced August 2018."
2110,Linked Recurrent Neural Networks,"['Zhiwei Wang', 'Yao Ma', 'Dawei Yin', 'Jiliang Tang']",https://arxiv.org/abs/1808.06170,"['cs.CL', 'cs.LG', 'stat.ML']","Submitted 19 August, 2018; 
      originally announced August 2018."
2111,State-of-the-art Chinese Word Segmentation with Bi-LSTMs,"['Ji Ma', 'Kuzman Ganchev', 'David Weiss']",https://arxiv.org/abs/1808.06511,"['cs.CL', 'cs.AI']","Submitted 24 August, 2018; v1 submitted 20 August, 2018;
      originally announced August 2018."
2112,Automatic Generation of Text Descriptive Comments for Code Blocks,"['Yuding Liang', 'Kenny Q. Zhu']",https://arxiv.org/abs/1808.06880,"['cs.AI', 'cs.CL']","Submitted 21 August, 2018; 
      originally announced August 2018."
2113,Language Identification in Code-Mixed Data using Multichannel Neural Networks and Context Capture,"['Soumil Mandal', 'Anil Kumar Singh']",https://arxiv.org/abs/1808.07118,['cs.CL'],"Submitted 21 August, 2018; 
      originally announced August 2018."
2114,Sarcasm Analysis using Conversation Context,"['Debanjan Ghosh', 'Alexander R. Fabbri', 'Smaranda Muresan']",https://arxiv.org/abs/1808.07531,['cs.CL'],"Submitted 28 August, 2018; v1 submitted 22 August, 2018;
      originally announced August 2018."
2115,Predictive Image Regression for Longitudinal Studies with Missing Data,"['Sharmin Pathan', 'Yi Hong']",https://arxiv.org/abs/1808.07553,['cs.CV'],"Submitted 19 August, 2018; 
      originally announced August 2018."
2116,Training Deeper Neural Machine Translation Models with Transparent Attention,"['Ankur Bapna', 'Mia Xu Chen', 'Orhan Firat', 'Yuan Cao', 'Yonghui Wu']",https://arxiv.org/abs/1808.07561,"['cs.CL', 'cs.AI', 'cs.LG']","Submitted 4 September, 2018; v1 submitted 22 August, 2018;
      originally announced August 2018."
2117,TreeGAN: Syntax-Aware Sequence Generation with Generative Adversarial Networks,"['Xinyue Liu', 'Xiangnan Kong', 'Lei Liu', 'Kuorong Chiang']",https://arxiv.org/abs/1808.07582,"['cs.CL', 'cs.AI']","Submitted 22 August, 2018; 
      originally announced August 2018."
