id,title,authors,link,tags,originally_announced_at
1526,UKP-Athene: Multi-Sentence Textual Entailment for Claim Verification,"['Andreas Hanselowski', 'Hao Zhang', 'Zile Li', 'Daniil Sorokin', 'Benjamin Schiller', 'Claudia Schulz', 'Iryna Gurevych']",https://arxiv.org/abs/1809.01479,"['cs.IR', 'cs.AI', 'cs.CL', 'cs.LG']","Submitted 9 May, 2019; v1 submitted 3 September, 2018;
      originally announced September 2018."
1527,Adversarial Reprogramming of Text Classification Neural Networks,"['Paarth Neekhara', 'Shehzeen Hussain', 'Shlomo Dubnov', 'Farinaz Koushanfar']",https://arxiv.org/abs/1809.01829,"['cs.LG', 'cs.CR', 'stat.ML']","Submitted 15 August, 2019; v1 submitted 6 September, 2018;
      originally announced September 2018."
1528,Cell-aware Stacked LSTMs for Modeling Sentences,"['Jihun Choi', 'Taeuk Kim', 'Sang-goo Lee']",https://arxiv.org/abs/1809.02279,['cs.CL'],"Submitted 1 November, 2019; v1 submitted 6 September, 2018;
      originally announced September 2018."
1529,Bio-LSTM: A Biomechanically Inspired Recurrent Neural Network for 3D Pedestrian Pose and Gait Prediction,"['Xiaoxiao Du', 'Ram Vasudevan', 'Matthew Johnson-Roberson']",https://arxiv.org/abs/1809.03705,"['cs.RO', 'cs.CV', 'cs.LG']","Submitted 13 September, 2019; v1 submitted 11 September, 2018;
      originally announced September 2018."
1530,Anomaly Detection with Generative Adversarial Networks for Multivariate Time Series,"['Dan Li', 'Dacheng Chen', 'Jonathan Goh', 'See-kiong Ng']",https://arxiv.org/abs/1809.04758,"['cs.LG', 'stat.ML']","Submitted 15 January, 2019; v1 submitted 12 September, 2018;
      originally announced September 2018."
1531,DeepDrum: An Adaptive Conditional Neural Network,"['Dimos Makris', 'Maximos Kaliakatsos-Papakostas', 'Katia Lida Kermanidis']",https://arxiv.org/abs/1809.06127,"['cs.SD', 'cs.IR', 'eess.AS', 'stat.ML']","Submitted 21 January, 2019; v1 submitted 17 September, 2018;
      originally announced September 2018."
1532,Advancing Multi-Accented LSTM-CTC Speech Recognition using a Domain Specific Student-Teacher Learning Paradigm,"['Shahram Ghorbani', 'Ahmet E. Bulut', 'John H. L. Hansen']",https://arxiv.org/abs/1809.06833,['eess.AS'],"Submitted 1 October, 2019; v1 submitted 18 September, 2018;
      originally announced September 2018."
1533,Language Modeling Teaches You More Syntax than Translation Does: Lessons Learned Through Auxiliary Task Analysis,"['Kelly W. Zhang', 'Samuel R. Bowman']",https://arxiv.org/abs/1809.10040,['cs.CL'],"Submitted 7 January, 2019; v1 submitted 26 September, 2018;
      originally announced September 2018."
1534,Learning Recurrent Binary/Ternary Weights,"['Arash Ardakani', 'Zhengyun Ji', 'Sean C. Smithson', 'Brett H. Meyer', 'Warren J. Gross']",https://arxiv.org/abs/1809.11086,"['cs.LG', 'cs.CC', 'stat.ML']","Submitted 24 January, 2019; v1 submitted 28 September, 2018;
      originally announced September 2018."
1535,Learning Deep Representations from Clinical Data for Chronic Kidney Disease,"['Duc Thanh Anh Luong', 'Varun Chandola']",https://arxiv.org/abs/1810.00490,"['cs.LG', 'stat.ML']","Submitted 9 February, 2019; v1 submitted 30 September, 2018;
      originally announced October 2018."
1536,ProxQuant: Quantized Neural Networks via Proximal Operators,"['Yu Bai', 'Yu-Xiang Wang', 'Edo Liberty']",https://arxiv.org/abs/1810.00861,"['cs.LG', 'stat.ML']","Submitted 4 March, 2019; v1 submitted 1 October, 2018;
      originally announced October 2018."
1537,h-detach: Modifying the LSTM Gradient Towards Better Optimization,"['Devansh Arpit', 'Bhargav Kanuparthi', 'Giancarlo Kerg', 'Nan Rosemary Ke', 'Ioannis Mitliagkas', 'Yoshua Bengio']",https://arxiv.org/abs/1810.03023,"['stat.ML', 'cs.LG']","Submitted 9 January, 2019; v1 submitted 6 October, 2018;
      originally announced October 2018."
1538,textTOvec: Deep Contextualized Neural Autoregressive Topic Models of Language with Distributed Compositional Prior,"['Pankaj Gupta', 'Yatin Chaudhary', 'Florian Buettner', 'Hinrich Schütze']",https://arxiv.org/abs/1810.03947,"['cs.CL', 'cs.AI', 'cs.IR', 'cs.LG']","Submitted 23 February, 2019; v1 submitted 9 October, 2018;
      originally announced October 2018."
1539,Interpretable Spatio-temporal Attention for Video Action Recognition,"['Lili Meng', 'Bo Zhao', 'Bo Chang', 'Gao Huang', 'Wei Sun', 'Frederich Tung', 'Leonid Sigal']",https://arxiv.org/abs/1810.04511,"['cs.CV', 'cs.LG', 'stat.ML']","Submitted 2 June, 2019; v1 submitted 1 October, 2018;
      originally announced October 2018."
1540,Diacritization of Maghrebi Arabic Sub-Dialects,"['Ahmed Abdelali', 'Mohammed Attia', 'Younes Samih', 'Kareem Darwish', 'Hamdy Mubarak']",https://arxiv.org/abs/1810.06619,['cs.CL'],"Submitted 30 May, 2019; v1 submitted 15 October, 2018;
      originally announced October 2018."
1541,Reduced-Gate Convolutional LSTM Using Predictive Coding for Spatiotemporal Prediction,"['Nelly Elsayed', 'Anthony S. Maida', 'Magdy Bayoumi']",https://arxiv.org/abs/1810.07251,"['cs.LG', 'cs.CV', 'stat.ML']","Submitted 22 December, 2019; v1 submitted 16 October, 2018;
      originally announced October 2018."
1542,Mechanisms for Integrated Feature Normalization and Remaining Useful Life Estimation Using LSTMs Applied to Hard-Disks,"['Sanchita Basak', 'Saptarshi Sengupta', 'Abhishek Dubey']",https://arxiv.org/abs/1810.08985,"['cs.LG', 'stat.ML']","Submitted 16 June, 2019; v1 submitted 21 October, 2018;
      originally announced October 2018."
1543,Ordered Neurons: Integrating Tree Structures into Recurrent Neural Networks,"['Yikang Shen', 'Shawn Tan', 'Alessandro Sordoni', 'Aaron Courville']",https://arxiv.org/abs/1810.09536,"['cs.CL', 'cs.LG']","Submitted 8 May, 2019; v1 submitted 22 October, 2018;
      originally announced October 2018."
1544,Ain't Nobody Got Time For Coding: Structure-Aware Program Synthesis From Natural Language,"['Jakub Bednarek', 'Karol Piaskowski', 'Krzysztof Krawiec']",https://arxiv.org/abs/1810.09717,"['cs.LG', 'cs.AI', 'cs.PL', 'stat.ML']","Submitted 18 February, 2019; v1 submitted 23 October, 2018;
      originally announced October 2018."
1545,Analyzing Neuroimaging Data Through Recurrent Deep Learning Models,"['Armin W. Thomas', 'Hauke R. Heekeren', 'Klaus-Robert Müller', 'Wojciech Samek']",https://arxiv.org/abs/1810.09945,"['cs.LG', 'cs.CV', 'cs.NE', 'q-bio.NC', 'stat.ML']","Submitted 5 April, 2019; v1 submitted 23 October, 2018;
      originally announced October 2018."
1546,A Simple Recurrent Unit with Reduced Tensor Product Representations,"['Shuai Tang', 'Paul Smolensky', 'Virginia R. de Sa']",https://arxiv.org/abs/1810.12456,"['cs.NE', 'cs.LG', 'cs.SC']","Submitted 5 November, 2019; v1 submitted 29 October, 2018;
      originally announced October 2018."
1547,Long Short-Term Attention,"['Guoqiang Zhong', 'Xin Lin', 'Kang Chen', 'Qingyang Li', 'Kaizhu Huang']",https://arxiv.org/abs/1810.12752,"['cs.LG', 'cs.CL', 'cs.NE']","Submitted 4 September, 2019; v1 submitted 30 October, 2018;
      originally announced October 2018."
1548,Effective Feature Representation for Clinical Text Concept Extraction,"['Yifeng Tao', 'Bruno Godefroy', 'Guillaume Genthial', 'Christopher Potts']",https://arxiv.org/abs/1811.00070,['cs.CL'],"Submitted 5 April, 2019; v1 submitted 31 October, 2018;
      originally announced November 2018."
1549,A sequential guiding network with attention for image captioning,"['Daouda Sow', 'Zengchang Qin', 'Mouhamed Niasse', 'Tao Wan']",https://arxiv.org/abs/1811.00228,"['cs.CV', 'cs.CL']","Submitted 8 February, 2019; v1 submitted 1 November, 2018;
      originally announced November 2018."
1550,"Show, Attend and Read: A Simple and Strong Baseline for Irregular Text Recognition","['Hui Li', 'Peng Wang', 'Chunhua Shen', 'Guyu Zhang']",https://arxiv.org/abs/1811.00751,['cs.CV'],"Submitted 16 March, 2019; v1 submitted 2 November, 2018;
      originally announced November 2018."
1551,Toward Verifiable Real-Time Obstacle Motion Prediction for Dynamic Collision Avoidance,"['Vincent Kurtz', 'Hai Lin']",https://arxiv.org/abs/1811.01075,['cs.RO'],"Submitted 11 March, 2019; v1 submitted 2 November, 2018;
      originally announced November 2018."
1552,TrafficPredict: Trajectory Prediction for Heterogeneous Traffic-Agents,"['Yuexin Ma', 'Xinge Zhu', 'Sibo Zhang', 'Ruigang Yang', 'Wenping Wang', 'Dinesh Manocha']",https://arxiv.org/abs/1811.02146,"['cs.CV', 'cs.RO']","Submitted 9 April, 2019; v1 submitted 5 November, 2018;
      originally announced November 2018."
1553,Face Landmark-based Speaker-Independent Audio-Visual Speech Enhancement in Multi-Talker Environments,"['Giovanni Morrone', 'Luca Pasa', 'Vadim Tikhanoff', 'Sonia Bergamaschi', 'Luciano Fadiga', 'Leonardo Badino']",https://arxiv.org/abs/1811.02480,"['cs.CL', 'cs.LG', 'cs.SD', 'eess.AS']","Submitted 2 May, 2019; v1 submitted 6 November, 2018;
      originally announced November 2018."
1554,Effective Representation for Easy-First Dependency Parsing,"['Zuchao Li', 'Jiaxun Cai', 'Hai Zhao']",https://arxiv.org/abs/1811.03511,['cs.CL'],"Submitted 10 June, 2019; v1 submitted 8 November, 2018;
      originally announced November 2018."
1555,Real time Traffic Flow Parameters Prediction with Basic Safety Messages at Low Penetration of Connected Vehicles,"['Mizanur Rahman', 'Mashrur Chowdhury', 'Jerome McClendon']",https://arxiv.org/abs/1811.03562,"['cs.LG', 'stat.ML']","Submitted 21 May, 2019; v1 submitted 8 November, 2018;
      originally announced November 2018."
1556,Image Captioning Based on a Hierarchical Attention Mechanism and Policy Gradient Optimization,"['Shiyang Yan', 'Yuan Xie', 'Fangyu Wu', 'Jeremy S. Smith', 'Wenjin Lu', 'Bailing Zhang']",https://arxiv.org/abs/1811.05253,['cs.CV'],"Submitted 10 January, 2019; v1 submitted 13 November, 2018;
      originally announced November 2018."
1557,Towards Safer Smart Contracts: A Sequence Learning Approach to Detecting Security Threats,"['Wesley Joon-Wie Tann', 'Xing Jie Han', 'Sourav Sen Gupta', 'Yew-Soon Ong']",https://arxiv.org/abs/1811.06632,['cs.CR'],"Submitted 7 June, 2019; v1 submitted 15 November, 2018;
      originally announced November 2018."
1558,Intention Oriented Image Captions with Guiding Objects,"['Yue Zheng', 'Yali Li', 'Shengjin Wang']",https://arxiv.org/abs/1811.07662,['cs.CV'],"Submitted 11 April, 2019; v1 submitted 19 November, 2018;
      originally announced November 2018."
1559,Efficient keyword spotting using dilated convolutions and gating,"['Alice Coucke', 'Mohammed Chlieh', 'Thibault Gisselbrecht', 'David Leroy', 'Mathieu Poumeyrol', 'Thibaut Lavril']",https://arxiv.org/abs/1811.07684,"['cs.LG', 'cs.CL', 'cs.SD', 'eess.AS', 'stat.ML']","Submitted 18 February, 2019; v1 submitted 19 November, 2018;
      originally announced November 2018."
1560,Learning Robust Heterogeneous Signal Features from Parallel Neural Network for Audio Sentiment Analysis,"['Feiyang Chen', 'Ziqian Luo']",https://arxiv.org/abs/1811.08065,"['eess.AS', 'cs.CL', 'cs.SD']","Submitted 31 July, 2019; v1 submitted 19 November, 2018;
      originally announced November 2018."
1561,The Effect of Explicit Structure Encoding of Deep Neural Networks for Symbolic Music Generation,"['Ke Chen', 'Weilin Zhang', 'Shlomo Dubnov', 'Gus Xia', 'Wei Li']",https://arxiv.org/abs/1811.08380,"['cs.SD', 'cs.AI', 'cs.LG', 'eess.AS']","Submitted 24 January, 2019; v1 submitted 20 November, 2018;
      originally announced November 2018."
1562,MGANet: A Robust Model for Quality Enhancement of Compressed Video,"['Xiandong Meng', 'Xuan Deng', 'Shuyuan Zhu', 'Shuaicheng Liu', 'Chuan Wang', 'Chen Chen', 'Bing Zeng']",https://arxiv.org/abs/1811.09150,['cs.CV'],"Submitted 15 January, 2019; v1 submitted 22 November, 2018;
      originally announced November 2018."
1563,"Learning to Discover, Ground and Use Words with Segmental Neural Language Models","['Kazuya Kawakami', 'Chris Dyer', 'Phil Blunsom']",https://arxiv.org/abs/1811.09353,['cs.CL'],"Submitted 18 June, 2019; v1 submitted 22 November, 2018;
      originally announced November 2018."
1564,Joint Monocular 3D Vehicle Detection and Tracking,"['Hou-Ning Hu', 'Qi-Zhi Cai', 'Dequan Wang', 'Ji Lin', 'Min Sun', 'Philipp Krähenbühl', 'Trevor Darrell', 'Fisher Yu']",https://arxiv.org/abs/1811.10742,['cs.CV'],"Submitted 12 September, 2019; v1 submitted 26 November, 2018;
      originally announced November 2018."
1565,Image Generation from Layout,"['Bo Zhao', 'Lili Meng', 'Weidong Yin', 'Leonid Sigal']",https://arxiv.org/abs/1811.11389,"['cs.CV', 'eess.IV']","Submitted 14 October, 2019; v1 submitted 28 November, 2018;
      originally announced November 2018."
1566,Future-State Predicting LSTM for Early Surgery Type Recognition,"['Siddharth Kannan', 'Gaurav Yengera', 'Didier Mutter', 'Jacques Marescaux', 'Nicolas Padoy']",https://arxiv.org/abs/1811.11727,['cs.CV'],"Submitted 4 September, 2019; v1 submitted 28 November, 2018;
      originally announced November 2018."
1567,LSTM-based Network for Human Gait Stability Prediction in an Intelligent Robotic Rollator,"['Georgia Chalvatzaki', 'Petros Koutras', 'Jack Hadfield', 'Xanthi S. Papageorgiou', 'Costas S. Tzafestas', 'Petros Maragos']",https://arxiv.org/abs/1812.00252,"['cs.RO', 'cs.CV', 'cs.LG']","Submitted 5 March, 2019; v1 submitted 1 December, 2018;
      originally announced December 2018."
1568,Macro action selection with deep reinforcement learning in StarCraft,"['Sijia Xu', 'Hongyu Kuang', 'Zhi Zhuang', 'Renjie Hu', 'Yang Liu', 'Huyang Sun']",https://arxiv.org/abs/1812.00336,['cs.AI'],"Submitted 11 October, 2019; v1 submitted 2 December, 2018;
      originally announced December 2018."
1569,Weakly Supervised Convolutional LSTM Approach for Tool Tracking in Laparoscopic Videos,"['Chinedu Innocent Nwoye', 'Didier Mutter', 'Jacques Marescaux', 'Nicolas Padoy']",https://arxiv.org/abs/1812.01366,"['cs.CV', 'cs.LG']","Submitted 15 February, 2019; v1 submitted 4 December, 2018;
      originally announced December 2018."
1570,Leveraging Multi-grained Sentiment Lexicon Information for Neural Sequence Models,"['Yan Zeng', 'Yangyang Lan', 'Yazhou Hao', 'Chen Li', 'Qinhua Zheng']",https://arxiv.org/abs/1812.01527,['cs.CL'],"Submitted 17 October, 2019; v1 submitted 4 December, 2018;
      originally announced December 2018."
1571,Predicting pregnancy using large-scale data from a women's health tracking mobile application,"['Bo Liu', 'Shuyang Shi', 'Yongshang Wu', 'Daniel Thomas', 'Laura Symul', 'Emma Pierson', 'Jure Leskovec']",https://arxiv.org/abs/1812.02222,"['stat.AP', 'cs.CY', 'cs.LG']","Submitted 27 March, 2019; v1 submitted 5 December, 2018;
      originally announced December 2018."
1572,Attend More Times for Image Captioning,"['Jiajun Du', 'Yu Qin', 'Hongtao Lu', 'Yonghua Zhang']",https://arxiv.org/abs/1812.03283,['cs.CV'],"Submitted 11 February, 2019; v1 submitted 8 December, 2018;
      originally announced December 2018."
1573,Bayesian Layers: A Module for Neural Network Uncertainty,"['Dustin Tran', 'Michael W. Dusenberry', 'Mark van der Wilk', 'Danijar Hafner']",https://arxiv.org/abs/1812.03973,"['cs.LG', 'cs.PL', 'stat.ML']","Submitted 5 March, 2019; v1 submitted 10 December, 2018;
      originally announced December 2018."
1574,Deep Air Quality Forecasting Using Hybrid Deep Learning Framework,"['Shengdong Du', 'Tianrui Li', 'Yan Yang', 'Shi-Jinn Horng']",https://arxiv.org/abs/1812.04783,"['cs.LG', 'stat.ML']","Submitted 25 November, 2019; v1 submitted 11 December, 2018;
      originally announced December 2018."
1575,LSTM-Based ECG Classification for Continuous Monitoring on Personal Wearable Devices,"['Saeed Saadatnejad', 'Mohammadhosein Oveisi', 'Matin Hashemi']",https://arxiv.org/abs/1812.04818,"['eess.SP', 'cs.HC', 'cs.NE']","Submitted 11 May, 2019; v1 submitted 12 December, 2018;
      originally announced December 2018."
1576,A Multimodal LSTM for Predicting Listener Empathic Responses Over Time,"['Zhi-Xuan Tan', 'Arushi Goel', 'Thanh-Son Nguyen', 'Desmond C. Ong']",https://arxiv.org/abs/1812.04891,['cs.CL'],"Submitted 28 January, 2019; v1 submitted 12 December, 2018;
      originally announced December 2018."
1577,Deep Gated Recurrent and Convolutional Network Hybrid Model for Univariate Time Series Classification,"['Nelly Elsayed', 'Anthony S. Maida', 'Magdy Bayoumi']",https://arxiv.org/abs/1812.07683,"['cs.LG', 'stat.ML']","Submitted 19 February, 2019; v1 submitted 18 December, 2018;
      originally announced December 2018."
1578,Comparison between DeepESNs and gated RNNs on multivariate time-series prediction,"['Claudio Gallicchio', 'Alessio Micheli', 'Luca Pedrelli']",https://arxiv.org/abs/1812.11527,"['cs.LG', 'cs.NE', 'stat.ML']","Submitted 20 November, 2019; v1 submitted 30 December, 2018;
      originally announced December 2018."
1579,Augmentation Scheme for Dealing with Imbalanced Network Traffic Classification Using Deep Learning,"['Ramin Hasibi', 'Matin Shokri', 'Mehdi Dehghan']",https://arxiv.org/abs/1901.00204,"['cs.NI', 'cs.AI']","Submitted 1 January, 2019; 
      originally announced January 2019."
1580,"A Deep Learning Approach for Similar Languages, Varieties and Dialects","['Vidya Prasad K', 'Akarsh S', 'Vinayakumar R', 'Soman KP']",https://arxiv.org/abs/1901.00297,['cs.CL'],"Submitted 2 January, 2019; 
      originally announced January 2019."
1581,Performance of Three Slim Variants of The Long Short-Term Memory (LSTM) Layer,"['Daniel Kent', 'Fathi M. Salem']",https://arxiv.org/abs/1901.00525,"['cs.NE', 'cs.AI', 'cs.LG']","Submitted 2 January, 2019; 
      originally announced January 2019."
1582,Decoding Hand Kinematics from Local Field Potentials Using Long Short-Term Memory (LSTM) Network,"['Nur Ahmadi', 'Timothy G. Constandinou', 'Christos-Savvas Bouganis']",https://arxiv.org/abs/1901.00708,['q-bio.NC'],"Submitted 3 January, 2019; 
      originally announced January 2019."
1583,Learning a Generator Model from Terminal Bus Data,"['Nikolay Stulov', 'Dejan J Sobajic', 'Yury Maximov', 'Deepjyoti Deka', 'Michael Chertkov']",https://arxiv.org/abs/1901.00781,"['stat.ML', 'cs.LG', 'math.OC']","Submitted 3 January, 2019; 
      originally announced January 2019."
1584,Forecasting People Trajectories and Head Poses by Jointly Reasoning on Tracklets and Vislets,"['Irtiza Hasan', 'Francesco Setti', 'Theodore Tsesmelis', 'Vasileios Belagiannis', 'Sikandar Amin', 'Alessio Del Bue', 'Marco Cristani', 'Fabio Galasso']",https://arxiv.org/abs/1901.02000,['cs.CV'],"Submitted 15 October, 2019; v1 submitted 7 January, 2019;
      originally announced January 2019."
1585,Team EP at TAC 2018: Automating data extraction in systematic reviews of environmental agents,"['Artur Nowak', 'Paweł Kunstman']",https://arxiv.org/abs/1901.02081,"['cs.CL', 'cs.LG']","Submitted 7 January, 2019; 
      originally announced January 2019."
1586,Long Short-Term Memory Spatial Transformer Network,"['Shiyang Feng', 'Tianyue Chen', 'Hao Sun']",https://arxiv.org/abs/1901.02273,['eess.IV'],"Submitted 8 January, 2019; 
      originally announced January 2019."
1587,Choosing the Right Word: Using Bidirectional LSTM Tagger for Writing Support Systems,"['Victor Makarenkov', 'Lior Rokach', 'Bracha Shapira']",https://arxiv.org/abs/1901.02490,['cs.CL'],"Submitted 8 January, 2019; 
      originally announced January 2019."
1588,Multi-stream CNN based Video Semantic Segmentation for Automated Driving,"['Ganesh Sistu', 'Sumanth Chennupati', 'Senthil Yogamani']",https://arxiv.org/abs/1901.02511,"['cs.CV', 'cs.LG', 'stat.ML']","Submitted 8 January, 2019; 
      originally announced January 2019."
1589,Is it Time to Swish? Comparing Deep Learning Activation Functions Across NLP tasks,"['Steffen Eger', 'Paul Youssef', 'Iryna Gurevych']",https://arxiv.org/abs/1901.02671,"['cs.CL', 'cs.LG', 'cs.NE']","Submitted 9 January, 2019; 
      originally announced January 2019."
1590,Handcrafted vs Deep Learning Classification for Scalable Video QoE Modeling,"['Dasari Mallesham', 'Christina Vlachou', 'Shruti Sanadhya', 'Pranjal Sahu', 'Yang Qiu', 'Kyu-Han Kim', 'Samir R. Das']",https://arxiv.org/abs/1901.03404,"['cs.MM', 'cs.NI']","Submitted 10 January, 2019; 
      originally announced January 2019."
1591,An investigation of model-free planning,"['Arthur Guez', 'Mehdi Mirza', 'Karol Gregor', 'Rishabh Kabra', 'Sébastien Racanière', 'Théophane Weber', 'David Raposo', 'Adam Santoro', 'Laurent Orseau', 'Tom Eccles', 'Greg Wayne', 'David Silver', 'Timothy Lillicrap']",https://arxiv.org/abs/1901.03559,"['cs.LG', 'cs.AI', 'stat.ML']","Submitted 20 May, 2019; v1 submitted 11 January, 2019;
      originally announced January 2019."
1592,Sales Demand Forecast in E-commerce using a Long Short-Term Memory Neural Network Methodology,"['Kasun Bandara', 'Peibei Shi', 'Christoph Bergmeir', 'Hansika Hewamalage', 'Quoc Tran', 'Brian Seaman']",https://arxiv.org/abs/1901.04028,"['cs.LG', 'stat.ML']","Submitted 11 August, 2019; v1 submitted 13 January, 2019;
      originally announced January 2019."
1593,Exploiting Synchronized Lyrics And Vocal Features For Music Emotion Detection,"['Loreto Parisi', 'Simone Francia', 'Silvio Olivastri', 'Maria Stella Tavella']",https://arxiv.org/abs/1901.04831,"['cs.CL', 'cs.AI']","Submitted 15 January, 2019; 
      originally announced January 2019."
1594,Predicting Variable Types in Dynamically Typed Programming Languages,"['Abhinav Jangda', 'Gaurav Anand']",https://arxiv.org/abs/1901.05138,"['cs.PL', 'cs.AI']","Submitted 16 January, 2019; 
      originally announced January 2019."
1595,Enhance the Motion Cues for Face Anti-Spoofing using CNN-LSTM Architecture,"['Xiaoguang Tu', 'Hengsheng Zhang', 'Mei Xie', 'Yao Luo', 'Yuefei Zhang', 'Zheng Ma']",https://arxiv.org/abs/1901.05635,['cs.CV'],"Submitted 17 January, 2019; 
      originally announced January 2019."
1596,Robust Chinese Word Segmentation with Contextualized Word Representations,['Yung-Sung Chuang'],https://arxiv.org/abs/1901.05816,['cs.CL'],"Submitted 17 January, 2019; 
      originally announced January 2019."
1597,Fast Deep Learning for Automatic Modulation Classification,"['Sharan Ramjee', 'Shengtai Ju', 'Diyu Yang', 'Xiaoyu Liu', 'Aly El Gamal', 'Yonina C. Eldar']",https://arxiv.org/abs/1901.05850,"['eess.SP', 'cs.AI', 'cs.LG', 'stat.ML']","Submitted 15 January, 2019; 
      originally announced January 2019."
1598,Exploring Semi-supervised Variational Autoencoders for Biomedical Relation Extraction,"['Yijia Zhang', 'Zhiyong Lu']",https://arxiv.org/abs/1901.06103,['cs.CL'],"Submitted 18 January, 2019; 
      originally announced January 2019."
1599,Slim LSTM networks: LSTM_6 and LSTM_C6,"['Atra Akandeh', 'Fathi M. Salem']",https://arxiv.org/abs/1901.06401,"['cs.NE', 'cs.AI', 'cs.LG']","Submitted 18 January, 2019; 
      originally announced January 2019."
1600,A deep learning approach to real-time parking occupancy prediction in spatio-temporal networks incorporating multiple spatio-temporal data sources,"['Shuguan Yang', 'Wei Ma', 'Xidong Pi', 'Sean Qian']",https://arxiv.org/abs/1901.06758,"['cs.LG', 'stat.ML']","Submitted 10 May, 2019; v1 submitted 20 January, 2019;
      originally announced January 2019."
1601,Semantic Image Networks for Human Action Recognition,"['Sunder Ali Khowaja', 'Seok-Lyong Lee']",https://arxiv.org/abs/1901.06792,['cs.CV'],"Submitted 21 January, 2019; 
      originally announced January 2019."
1602,Reducing state updates via Gaussian-gated LSTMs,"['Matthew Thornton', 'Jithendar Anumula', 'Shih-Chii Liu']",https://arxiv.org/abs/1901.07334,"['cs.LG', 'stat.ML']","Submitted 22 January, 2019; 
      originally announced January 2019."
1603,Stein Variational Online Changepoint Detection with Applications to Hawkes Processes and Neural Networks,"['Gianluca Detommaso', 'Hanne Hoitzing', 'Tiangang Cui', 'Ardavan Alamir']",https://arxiv.org/abs/1901.07987,"['stat.ML', 'cs.LG']","Submitted 25 May, 2019; v1 submitted 23 January, 2019;
      originally announced January 2019."
1604,Semantic Relation Classification via Bidirectional LSTM Networks with Entity-aware Attention using Latent Entity Typing,"['Joohong Lee', 'Sangwoo Seo', 'Yong Suk Choi']",https://arxiv.org/abs/1901.08163,['cs.CL'],"Submitted 23 January, 2019; 
      originally announced January 2019."
1605,Large-Batch Training for LSTM and Beyond,"['Yang You', 'Jonathan Hseu', 'Chris Ying', 'James Demmel', 'Kurt Keutzer', 'Cho-Jui Hsieh']",https://arxiv.org/abs/1901.08256,"['cs.LG', 'stat.ML']","Submitted 24 January, 2019; 
      originally announced January 2019."
1606,Hybrid NER System for Multi-Source Offer Feeds,"['Anusha Holla', 'Bharat Gaind', 'Vikas Reddy Katta', 'Abhishek Kundu', 'S Kamalesh']",https://arxiv.org/abs/1901.08406,"['cs.IR', 'cs.LG']","Submitted 11 June, 2019; v1 submitted 24 January, 2019;
      originally announced January 2019."
1607,Towards Real-Time Respiratory Motion Prediction based on Long Short-Term Memory Neural Networks,"['Hui Lin', 'Chengyu Shi', 'Brian Wang', 'Maria F. Chan', 'Xiaoli Tang', 'Wei Ji']",https://arxiv.org/abs/1901.08638,['physics.med-ph'],"Submitted 5 February, 2019; v1 submitted 24 January, 2019;
      originally announced January 2019."
1608,Dynamical Isometry and a Mean Field Theory of LSTMs and GRUs,"['Dar Gilboa', 'Bo Chang', 'Minmin Chen', 'Greg Yang', 'Samuel S. Schoenholz', 'Ed H. Chi', 'Jeffrey Pennington']",https://arxiv.org/abs/1901.08987,"['cs.LG', 'stat.ML']","Submitted 23 May, 2019; v1 submitted 25 January, 2019;
      originally announced January 2019."
1609,GCN-GAN: A Non-linear Temporal Link Prediction Model for Weighted Dynamic Networks,"['Kai Lei', 'Meng Qin', 'Bo Bai', 'Gong Zhang', 'Min Yang']",https://arxiv.org/abs/1901.09165,"['cs.SI', 'cs.LG', 'cs.NI']","Submitted 26 January, 2019; 
      originally announced January 2019."
1610,Intrinsically Sparse Long Short-Term Memory Networks,"['Shiwei Liu', 'Decebal Constantin Mocanu', 'Mykola Pechenizkiy']",https://arxiv.org/abs/1901.09208,['cs.NE'],"Submitted 26 January, 2019; 
      originally announced January 2019."
1611,Implicit Dimension Identification in User-Generated Text with LSTM Networks,"['Victor Makarenkov', 'Ido Guy', 'Niva Hazon', 'Tamar Meisels', 'Bracha Shapira', 'Lior Rokach']",https://arxiv.org/abs/1901.09219,['cs.CL'],"Submitted 1 February, 2019; v1 submitted 26 January, 2019;
      originally announced January 2019."
1612,Cascade LSTM Based Visual-Inertial Navigation for Magnetic Levitation Haptic Interaction,"['Qianqian Tong', 'Xiaosa Li', 'Kai Lin', 'Zhiyong Yuan']",https://arxiv.org/abs/1901.09224,['cs.HC'],"Submitted 26 January, 2019; 
      originally announced January 2019."
1613,Deep-dust: Predicting concentrations of fine dust in Seoul using LSTM,"['Sookyung Kim', 'Jungmin M. Lee', 'Jiwoo Lee', 'Jihoon Seo']",https://arxiv.org/abs/1901.10106,"['cs.LG', 'stat.ML']","Submitted 29 January, 2019; 
      originally announced January 2019."
1614,Short-term Demand Forecasting for Online Car-hailing Services using Recurrent Neural Networks,"['Alireza Nejadettehad', 'Hamid Mahini', 'Behnam Bahrak']",https://arxiv.org/abs/1901.10821,"['cs.LG', 'stat.ML']","Submitted 29 January, 2019; 
      originally announced January 2019."
1615,"Hardware-Guided Symbiotic Training for Compact, Accurate, yet Execution-Efficient LSTM","['Hongxu Yin', 'Guoyang Chen', 'Yingmin Li', 'Shuai Che', 'Weifeng Zhang', 'Niraj K. Jha']",https://arxiv.org/abs/1901.10997,['cs.NE'],"Submitted 30 January, 2019; 
      originally announced January 2019."
